query,perfume_id,perfume_name,brand,description
indonesian patchouli and vanilla scent,74,sweet-sin,vivamor-parfums,"sweet-sin by vivamor-parfums. accords: fruity, sweet, warm spicy. top notes: peach, dried apricot. middle notes: rum, benzoin, tonka bean. base notes: indonesian patchouli leaf, madagascar vanilla, white musk."
scented with dried apricot and tonka bean,74,sweet-sin,vivamor-parfums,"sweet-sin by vivamor-parfums. accords: fruity, sweet, warm spicy. top notes: peach, dried apricot. middle notes: rum, benzoin, tonka bean. base notes: indonesian patchouli leaf, madagascar vanilla, white musk."
date night perfume with rum notes,74,sweet-sin,vivamor-parfums,"sweet-sin by vivamor-parfums. accords: fruity, sweet, warm spicy. top notes: peach, dried apricot. middle notes: rum, benzoin, tonka bean. base notes: indonesian patchouli leaf, madagascar vanilla, white musk."
winter evening sweet and spicy perfume,74,sweet-sin,vivamor-parfums,"sweet-sin by vivamor-parfums. accords: fruity, sweet, warm spicy. top notes: peach, dried apricot. middle notes: rum, benzoin, tonka bean. base notes: indonesian patchouli leaf, madagascar vanilla, white musk."
fragrance with fruity and sweet top notes,74,sweet-sin,vivamor-parfums,"sweet-sin by vivamor-parfums. accords: fruity, sweet, warm spicy. top notes: peach, dried apricot. middle notes: rum, benzoin, tonka bean. base notes: indonesian patchouli leaf, madagascar vanilla, white musk."
winter date night sweet and warm perfume,74,sweet-sin,vivamor-parfums,"sweet-sin by vivamor-parfums. accords: fruity, sweet, warm spicy. top notes: peach, dried apricot. middle notes: rum, benzoin, tonka bean. base notes: indonesian patchouli leaf, madagascar vanilla, white musk."
romantic perfume like tutti-twilly-d-hermes,75,tutti-twilly-d-hermes,hermes,"tutti-twilly-d-hermes by hermes. accords: fruity, warm spicy, fresh. top notes: litchi. middle notes: ginger flower. base notes: musk."
winter evening scent with spices and fruit,75,tutti-twilly-d-hermes,hermes,"tutti-twilly-d-hermes by hermes. accords: fruity, warm spicy, fresh. top notes: litchi. middle notes: ginger flower. base notes: musk."
date night fragrance with ginger and musk,75,tutti-twilly-d-hermes,hermes,"tutti-twilly-d-hermes by hermes. accords: fruity, warm spicy, fresh. top notes: litchi. middle notes: ginger flower. base notes: musk."
tutti-twilly-d-hermes alternative with vanilla base,75,tutti-twilly-d-hermes,hermes,"tutti-twilly-d-hermes by hermes. accords: fruity, warm spicy, fresh. top notes: litchi. middle notes: ginger flower. base notes: musk."
find a fruity-spicy perfume similar to hersmes,75,tutti-twilly-d-hermes,hermes,"tutti-twilly-d-hermes by hermes. accords: fruity, warm spicy, fresh. top notes: litchi. middle notes: ginger flower. base notes: musk."
perfume with litchi and ginger for winter,75,tutti-twilly-d-hermes,hermes,"tutti-twilly-d-hermes by hermes. accords: fruity, warm spicy, fresh. top notes: litchi. middle notes: ginger flower. base notes: musk."
date night perfume with warm spices and vanilla,75,tutti-twilly-d-hermes,hermes,"tutti-twilly-d-hermes by hermes. accords: fruity, warm spicy, fresh. top notes: litchi. middle notes: ginger flower. base notes: musk."
scented candle alternative to tutti-twilly-d-hermes,75,tutti-twilly-d-hermes,hermes,"tutti-twilly-d-hermes by hermes. accords: fruity, warm spicy, fresh. top notes: litchi. middle notes: ginger flower. base notes: musk."
perfume with ginger flower and musk notes,75,tutti-twilly-d-hermes,hermes,"tutti-twilly-d-hermes by hermes. accords: fruity, warm spicy, fresh. top notes: litchi. middle notes: ginger flower. base notes: musk."
tutti-twilly-d-hermes for a romantic date night,75,tutti-twilly-d-hermes,hermes,"tutti-twilly-d-hermes by hermes. accords: fruity, warm spicy, fresh. top notes: litchi. middle notes: ginger flower. base notes: musk."
sankai-black perfume,76,sankai-black,bi-es,"sankai-black by bi-es. accords: aromatic, fresh spicy, citrus. top notes: lemon, orange leaf, pineapple. middle notes: lavender, geranium, clary sage, lily-of-the-valley, rose. base notes: musk, sandalwood, cedar."
aromatic winter evening scent,76,sankai-black,bi-es,"sankai-black by bi-es. accords: aromatic, fresh spicy, citrus. top notes: lemon, orange leaf, pineapple. middle notes: lavender, geranium, clary sage, lily-of-the-valley, rose. base notes: musk, sandalwood, cedar."
lemony romantic perfume,76,sankai-black,bi-es,"sankai-black by bi-es. accords: aromatic, fresh spicy, citrus. top notes: lemon, orange leaf, pineapple. middle notes: lavender, geranium, clary sage, lily-of-the-valley, rose. base notes: musk, sandalwood, cedar."
sandalwood date night fragrance,76,sankai-black,bi-es,"sankai-black by bi-es. accords: aromatic, fresh spicy, citrus. top notes: lemon, orange leaf, pineapple. middle notes: lavender, geranium, clary sage, lily-of-the-valley, rose. base notes: musk, sandalwood, cedar."
bi-es perfume notes,76,sankai-black,bi-es,"sankai-black by bi-es. accords: aromatic, fresh spicy, citrus. top notes: lemon, orange leaf, pineapple. middle notes: lavender, geranium, clary sage, lily-of-the-valley, rose. base notes: musk, sandalwood, cedar."
citrusy spicy perfume for winter,76,sankai-black,bi-es,"sankai-black by bi-es. accords: aromatic, fresh spicy, citrus. top notes: lemon, orange leaf, pineapple. middle notes: lavender, geranium, clary sage, lily-of-the-valley, rose. base notes: musk, sandalwood, cedar."
lavender rose perfume,76,sankai-black,bi-es,"sankai-black by bi-es. accords: aromatic, fresh spicy, citrus. top notes: lemon, orange leaf, pineapple. middle notes: lavender, geranium, clary sage, lily-of-the-valley, rose. base notes: musk, sandalwood, cedar."
sankai-black perfume description,76,sankai-black,bi-es,"sankai-black by bi-es. accords: aromatic, fresh spicy, citrus. top notes: lemon, orange leaf, pineapple. middle notes: lavender, geranium, clary sage, lily-of-the-valley, rose. base notes: musk, sandalwood, cedar."
sandalwood musk perfume for evening,76,sankai-black,bi-es,"sankai-black by bi-es. accords: aromatic, fresh spicy, citrus. top notes: lemon, orange leaf, pineapple. middle notes: lavender, geranium, clary sage, lily-of-the-valley, rose. base notes: musk, sandalwood, cedar."
date night spicy citrus perfume,76,sankai-black,bi-es,"sankai-black by bi-es. accords: aromatic, fresh spicy, citrus. top notes: lemon, orange leaf, pineapple. middle notes: lavender, geranium, clary sage, lily-of-the-valley, rose. base notes: musk, sandalwood, cedar."
forest oud perfume,77,forest-oud,the-dua-brand,"forest-oud by the-dua-brand. accords: woody, green, aromatic. top notes: pine needles, grass. middle notes: palisander rosewood. base notes: amber, agarwood (oud)."
woody winter scent,77,forest-oud,the-dua-brand,"forest-oud by the-dua-brand. accords: woody, green, aromatic. top notes: pine needles, grass. middle notes: palisander rosewood. base notes: amber, agarwood (oud)."
romantic date night fragrance,77,forest-oud,the-dua-brand,"forest-oud by the-dua-brand. accords: woody, green, aromatic. top notes: pine needles, grass. middle notes: palisander rosewood. base notes: amber, agarwood (oud)."
green pine and amber perfume,77,forest-oud,the-dua-brand,"forest-oud by the-dua-brand. accords: woody, green, aromatic. top notes: pine needles, grass. middle notes: palisander rosewood. base notes: amber, agarwood (oud)."
palisander rosewood perfume notes,77,forest-oud,the-dua-brand,"forest-oud by the-dua-brand. accords: woody, green, aromatic. top notes: pine needles, grass. middle notes: palisander rosewood. base notes: amber, agarwood (oud)."
date night perfume with oud,77,forest-oud,the-dua-brand,"forest-oud by the-dua-brand. accords: woody, green, aromatic. top notes: pine needles, grass. middle notes: palisander rosewood. base notes: amber, agarwood (oud)."
amber and oud winter evening perfume,77,forest-oud,the-dua-brand,"forest-oud by the-dua-brand. accords: woody, green, aromatic. top notes: pine needles, grass. middle notes: palisander rosewood. base notes: amber, agarwood (oud)."
aromatic forest scent for winter,77,forest-oud,the-dua-brand,"forest-oud by the-dua-brand. accords: woody, green, aromatic. top notes: pine needles, grass. middle notes: palisander rosewood. base notes: amber, agarwood (oud)."
forest oud with grass notes,77,forest-oud,the-dua-brand,"forest-oud by the-dua-brand. accords: woody, green, aromatic. top notes: pine needles, grass. middle notes: palisander rosewood. base notes: amber, agarwood (oud)."
date night perfume with palisander and amber,77,forest-oud,the-dua-brand,"forest-oud by the-dua-brand. accords: woody, green, aromatic. top notes: pine needles, grass. middle notes: palisander rosewood. base notes: amber, agarwood (oud)."
romantic woody perfume,78,wood-flake,j-scent,"wood-flake by j-scent. accords: woody, powdery, vanilla. top notes: hinoki wood, cedar. middle notes: vetiver, rose. base notes: guaiac wood, vanilla, musk, sandalwood."
winter evening fragrance,78,wood-flake,j-scent,"wood-flake by j-scent. accords: woody, powdery, vanilla. top notes: hinoki wood, cedar. middle notes: vetiver, rose. base notes: guaiac wood, vanilla, musk, sandalwood."
warm vanilla scent,78,wood-flake,j-scent,"wood-flake by j-scent. accords: woody, powdery, vanilla. top notes: hinoki wood, cedar. middle notes: vetiver, rose. base notes: guaiac wood, vanilla, musk, sandalwood."
date night perfume with rose,78,wood-flake,j-scent,"wood-flake by j-scent. accords: woody, powdery, vanilla. top notes: hinoki wood, cedar. middle notes: vetiver, rose. base notes: guaiac wood, vanilla, musk, sandalwood."
j-scent wood-flake perfume notes,78,wood-flake,j-scent,"wood-flake by j-scent. accords: woody, powdery, vanilla. top notes: hinoki wood, cedar. middle notes: vetiver, rose. base notes: guaiac wood, vanilla, musk, sandalwood."
woody and powdery perfume,78,wood-flake,j-scent,"wood-flake by j-scent. accords: woody, powdery, vanilla. top notes: hinoki wood, cedar. middle notes: vetiver, rose. base notes: guaiac wood, vanilla, musk, sandalwood."
sandalwood and vanilla perfume,78,wood-flake,j-scent,"wood-flake by j-scent. accords: woody, powdery, vanilla. top notes: hinoki wood, cedar. middle notes: vetiver, rose. base notes: guaiac wood, vanilla, musk, sandalwood."
perfume with guaiac wood and musk,78,wood-flake,j-scent,"wood-flake by j-scent. accords: woody, powdery, vanilla. top notes: hinoki wood, cedar. middle notes: vetiver, rose. base notes: guaiac wood, vanilla, musk, sandalwood."
cedar and hinoki wood fragrance,78,wood-flake,j-scent,"wood-flake by j-scent. accords: woody, powdery, vanilla. top notes: hinoki wood, cedar. middle notes: vetiver, rose. base notes: guaiac wood, vanilla, musk, sandalwood."
powdery vanilla perfume for winter,78,wood-flake,j-scent,"wood-flake by j-scent. accords: woody, powdery, vanilla. top notes: hinoki wood, cedar. middle notes: vetiver, rose. base notes: guaiac wood, vanilla, musk, sandalwood."
glacier-athletic perfume,79,glacier-athletic,oriflame,"glacier-athletic by oriflame. accords: citrus, aromatic, woody. top notes: orange, lemon, sea water, bergamot. middle notes: artemisia, cardamom. base notes: sandalwood, guaiac wood, amber, tonka bean."
romantic winter evening scent,79,glacier-athletic,oriflame,"glacier-athletic by oriflame. accords: citrus, aromatic, woody. top notes: orange, lemon, sea water, bergamot. middle notes: artemisia, cardamom. base notes: sandalwood, guaiac wood, amber, tonka bean."
woody citrus perfume notes,79,glacier-athletic,oriflame,"glacier-athletic by oriflame. accords: citrus, aromatic, woody. top notes: orange, lemon, sea water, bergamot. middle notes: artemisia, cardamom. base notes: sandalwood, guaiac wood, amber, tonka bean."
date night fragrance with bergamot,79,glacier-athletic,oriflame,"glacier-athletic by oriflame. accords: citrus, aromatic, woody. top notes: orange, lemon, sea water, bergamot. middle notes: artemisia, cardamom. base notes: sandalwood, guaiac wood, amber, tonka bean."
aromatic winter perfume,79,glacier-athletic,oriflame,"glacier-athletic by oriflame. accords: citrus, aromatic, woody. top notes: orange, lemon, sea water, bergamot. middle notes: artemisia, cardamom. base notes: sandalwood, guaiac wood, amber, tonka bean."
sandalwood and amber perfume,79,glacier-athletic,oriflame,"glacier-athletic by oriflame. accords: citrus, aromatic, woody. top notes: orange, lemon, sea water, bergamot. middle notes: artemisia, cardamom. base notes: sandalwood, guaiac wood, amber, tonka bean."
perfume with sea water notes,79,glacier-athletic,oriflame,"glacier-athletic by oriflame. accords: citrus, aromatic, woody. top notes: orange, lemon, sea water, bergamot. middle notes: artemisia, cardamom. base notes: sandalwood, guaiac wood, amber, tonka bean."
orangy woody perfume for men,79,glacier-athletic,oriflame,"glacier-athletic by oriflame. accords: citrus, aromatic, woody. top notes: orange, lemon, sea water, bergamot. middle notes: artemisia, cardamom. base notes: sandalwood, guaiac wood, amber, tonka bean."
guaiac wood and tonka bean,79,glacier-athletic,oriflame,"glacier-athletic by oriflame. accords: citrus, aromatic, woody. top notes: orange, lemon, sea water, bergamot. middle notes: artemisia, cardamom. base notes: sandalwood, guaiac wood, amber, tonka bean."
athletic winter perfume by oriflame,79,glacier-athletic,oriflame,"glacier-athletic by oriflame. accords: citrus, aromatic, woody. top notes: orange, lemon, sea water, bergamot. middle notes: artemisia, cardamom. base notes: sandalwood, guaiac wood, amber, tonka bean."
romantic winter perfume,81,svetskaya-lvitsa,brocard,"svetskaya-lvitsa by brocard. accords: fruity, musky, floral. top notes: green apple, black currant, plum. middle notes: rose, freesia, lily-of-the-valley. base notes: musk, cedar, sandalwood."
feminine winter fragrance,81,svetskaya-lvitsa,brocard,"svetskaya-lvitsa by brocard. accords: fruity, musky, floral. top notes: green apple, black currant, plum. middle notes: rose, freesia, lily-of-the-valley. base notes: musk, cedar, sandalwood."
green apple and rose perfume,81,svetskaya-lvitsa,brocard,"svetskaya-lvitsa by brocard. accords: fruity, musky, floral. top notes: green apple, black currant, plum. middle notes: rose, freesia, lily-of-the-valley. base notes: musk, cedar, sandalwood."
date night scent with musk,81,svetskaya-lvitsa,brocard,"svetskaya-lvitsa by brocard. accords: fruity, musky, floral. top notes: green apple, black currant, plum. middle notes: rose, freesia, lily-of-the-valley. base notes: musk, cedar, sandalwood."
winter evening floral perfume,81,svetskaya-lvitsa,brocard,"svetskaya-lvitsa by brocard. accords: fruity, musky, floral. top notes: green apple, black currant, plum. middle notes: rose, freesia, lily-of-the-valley. base notes: musk, cedar, sandalwood."
sandalwood and musk perfume,81,svetskaya-lvitsa,brocard,"svetskaya-lvitsa by brocard. accords: fruity, musky, floral. top notes: green apple, black currant, plum. middle notes: rose, freesia, lily-of-the-valley. base notes: musk, cedar, sandalwood."
perfume with lily-of-the-valley notes,81,svetskaya-lvitsa,brocard,"svetskaya-lvitsa by brocard. accords: fruity, musky, floral. top notes: green apple, black currant, plum. middle notes: rose, freesia, lily-of-the-valley. base notes: musk, cedar, sandalwood."
winter date night fragrance,81,svetskaya-lvitsa,brocard,"svetskaya-lvitsa by brocard. accords: fruity, musky, floral. top notes: green apple, black currant, plum. middle notes: rose, freesia, lily-of-the-valley. base notes: musk, cedar, sandalwood."
french perfume for winter,81,svetskaya-lvitsa,brocard,"svetskaya-lvitsa by brocard. accords: fruity, musky, floral. top notes: green apple, black currant, plum. middle notes: rose, freesia, lily-of-the-valley. base notes: musk, cedar, sandalwood."
notes of plum and rose perfume,81,svetskaya-lvitsa,brocard,"svetskaya-lvitsa by brocard. accords: fruity, musky, floral. top notes: green apple, black currant, plum. middle notes: rose, freesia, lily-of-the-valley. base notes: musk, cedar, sandalwood."
romantic fragrance for winter evenings,82,sunshine-kiss,avon,"sunshine-kiss by avon. accords: tropical, floral, fruity. top notes: carambola (star fruit). middle notes: frangipani. base notes: musk."
avon sunshine-kiss perfume notes,82,sunshine-kiss,avon,"sunshine-kiss by avon. accords: tropical, floral, fruity. top notes: carambola (star fruit). middle notes: frangipani. base notes: musk."
tropical floral fruity perfume,82,sunshine-kiss,avon,"sunshine-kiss by avon. accords: tropical, floral, fruity. top notes: carambola (star fruit). middle notes: frangipani. base notes: musk."
date night scent with frangipani,82,sunshine-kiss,avon,"sunshine-kiss by avon. accords: tropical, floral, fruity. top notes: carambola (star fruit). middle notes: frangipani. base notes: musk."
musk and vanilla winter perfume,82,sunshine-kiss,avon,"sunshine-kiss by avon. accords: tropical, floral, fruity. top notes: carambola (star fruit). middle notes: frangipani. base notes: musk."
carambola top notes perfume,82,sunshine-kiss,avon,"sunshine-kiss by avon. accords: tropical, floral, fruity. top notes: carambola (star fruit). middle notes: frangipani. base notes: musk."
avon's warm vanilla fragrance,82,sunshine-kiss,avon,"sunshine-kiss by avon. accords: tropical, floral, fruity. top notes: carambola (star fruit). middle notes: frangipani. base notes: musk."
best winter evening perfume for her,82,sunshine-kiss,avon,"sunshine-kiss by avon. accords: tropical, floral, fruity. top notes: carambola (star fruit). middle notes: frangipani. base notes: musk."
floral fruity musk perfume notes,82,sunshine-kiss,avon,"sunshine-kiss by avon. accords: tropical, floral, fruity. top notes: carambola (star fruit). middle notes: frangipani. base notes: musk."
avon sunshine-kiss date night scent,82,sunshine-kiss,avon,"sunshine-kiss by avon. accords: tropical, floral, fruity. top notes: carambola (star fruit). middle notes: frangipani. base notes: musk."
romantic winter fragrance,83,away-weekend-man,abercrombie-fitch,"away-weekend-man by abercrombie-fitch. accords: aromatic, woody, fresh spicy. top notes: bergamot, apple, cardamom, clementine. middle notes: lavender, clary sage, cypress, rosemary. base notes: atlas cedar, patchouli, cacao."
woody men's cologne,83,away-weekend-man,abercrombie-fitch,"away-weekend-man by abercrombie-fitch. accords: aromatic, woody, fresh spicy. top notes: bergamot, apple, cardamom, clementine. middle notes: lavender, clary sage, cypress, rosemary. base notes: atlas cedar, patchouli, cacao."
bergamot and lavender perfume,83,away-weekend-man,abercrombie-fitch,"away-weekend-man by abercrombie-fitch. accords: aromatic, woody, fresh spicy. top notes: bergamot, apple, cardamom, clementine. middle notes: lavender, clary sage, cypress, rosemary. base notes: atlas cedar, patchouli, cacao."
date night scent for men,83,away-weekend-man,abercrombie-fitch,"away-weekend-man by abercrombie-fitch. accords: aromatic, woody, fresh spicy. top notes: bergamot, apple, cardamom, clementine. middle notes: lavender, clary sage, cypress, rosemary. base notes: atlas cedar, patchouli, cacao."
aromatic woody cologne,83,away-weekend-man,abercrombie-fitch,"away-weekend-man by abercrombie-fitch. accords: aromatic, woody, fresh spicy. top notes: bergamot, apple, cardamom, clementine. middle notes: lavender, clary sage, cypress, rosemary. base notes: atlas cedar, patchouli, cacao."
atlas cedar and patchouli fragrance,83,away-weekend-man,abercrombie-fitch,"away-weekend-man by abercrombie-fitch. accords: aromatic, woody, fresh spicy. top notes: bergamot, apple, cardamom, clementine. middle notes: lavender, clary sage, cypress, rosemary. base notes: atlas cedar, patchouli, cacao."
spicy winter cologne,83,away-weekend-man,abercrombie-fitch,"away-weekend-man by abercrombie-fitch. accords: aromatic, woody, fresh spicy. top notes: bergamot, apple, cardamom, clementine. middle notes: lavender, clary sage, cypress, rosemary. base notes: atlas cedar, patchouli, cacao."
cypress and rosemary scent,83,away-weekend-man,abercrombie-fitch,"away-weekend-man by abercrombie-fitch. accords: aromatic, woody, fresh spicy. top notes: bergamot, apple, cardamom, clementine. middle notes: lavender, clary sage, cypress, rosemary. base notes: atlas cedar, patchouli, cacao."
men's winter evening perfume,83,away-weekend-man,abercrombie-fitch,"away-weekend-man by abercrombie-fitch. accords: aromatic, woody, fresh spicy. top notes: bergamot, apple, cardamom, clementine. middle notes: lavender, clary sage, cypress, rosemary. base notes: atlas cedar, patchouli, cacao."
fresh spicy men's cologne,83,away-weekend-man,abercrombie-fitch,"away-weekend-man by abercrombie-fitch. accords: aromatic, woody, fresh spicy. top notes: bergamot, apple, cardamom, clementine. middle notes: lavender, clary sage, cypress, rosemary. base notes: atlas cedar, patchouli, cacao."
romantic perfume notes,84,sepia,aftelier,"sepia by aftelier. accords: white floral, amber, animalic. top notes: mandarin orange, grapefruit, cedar. middle notes: jasmine, big strawberry, coffee, cacao, lotus. base notes: ambergris, white tobacco, boletus edulis, indole, agarwood (oud), labdanum."
winter evening fragrance,84,sepia,aftelier,"sepia by aftelier. accords: white floral, amber, animalic. top notes: mandarin orange, grapefruit, cedar. middle notes: jasmine, big strawberry, coffee, cacao, lotus. base notes: ambergris, white tobacco, boletus edulis, indole, agarwood (oud), labdanum."
white floral perfume,84,sepia,aftelier,"sepia by aftelier. accords: white floral, amber, animalic. top notes: mandarin orange, grapefruit, cedar. middle notes: jasmine, big strawberry, coffee, cacao, lotus. base notes: ambergris, white tobacco, boletus edulis, indole, agarwood (oud), labdanum."
date night scent with amber,84,sepia,aftelier,"sepia by aftelier. accords: white floral, amber, animalic. top notes: mandarin orange, grapefruit, cedar. middle notes: jasmine, big strawberry, coffee, cacao, lotus. base notes: ambergris, white tobacco, boletus edulis, indole, agarwood (oud), labdanum."
sepia aftelier perfume review,84,sepia,aftelier,"sepia by aftelier. accords: white floral, amber, animalic. top notes: mandarin orange, grapefruit, cedar. middle notes: jasmine, big strawberry, coffee, cacao, lotus. base notes: ambergris, white tobacco, boletus edulis, indole, agarwood (oud), labdanum."
jasmine and strawberry perfume,84,sepia,aftelier,"sepia by aftelier. accords: white floral, amber, animalic. top notes: mandarin orange, grapefruit, cedar. middle notes: jasmine, big strawberry, coffee, cacao, lotus. base notes: ambergris, white tobacco, boletus edulis, indole, agarwood (oud), labdanum."
indole and agarwood perfume,84,sepia,aftelier,"sepia by aftelier. accords: white floral, amber, animalic. top notes: mandarin orange, grapefruit, cedar. middle notes: jasmine, big strawberry, coffee, cacao, lotus. base notes: ambergris, white tobacco, boletus edulis, indole, agarwood (oud), labdanum."
natural winter perfume notes,84,sepia,aftelier,"sepia by aftelier. accords: white floral, amber, animalic. top notes: mandarin orange, grapefruit, cedar. middle notes: jasmine, big strawberry, coffee, cacao, lotus. base notes: ambergris, white tobacco, boletus edulis, indole, agarwood (oud), labdanum."
boletus edulis and ambergris perfume,84,sepia,aftelier,"sepia by aftelier. accords: white floral, amber, animalic. top notes: mandarin orange, grapefruit, cedar. middle notes: jasmine, big strawberry, coffee, cacao, lotus. base notes: ambergris, white tobacco, boletus edulis, indole, agarwood (oud), labdanum."
long lasting date night perfume,84,sepia,aftelier,"sepia by aftelier. accords: white floral, amber, animalic. top notes: mandarin orange, grapefruit, cedar. middle notes: jasmine, big strawberry, coffee, cacao, lotus. base notes: ambergris, white tobacco, boletus edulis, indole, agarwood (oud), labdanum."
celebre-ice perfume,86,celebre-ice,avon,"celebre-ice by avon. accords: citrus, green, musky. top notes: grapefruit, green notes, bergamot, violet leaf. middle notes: rose, freesia, peach. base notes: musk, woody notes, vanilla."
romantic winter fragrance,86,celebre-ice,avon,"celebre-ice by avon. accords: citrus, green, musky. top notes: grapefruit, green notes, bergamot, violet leaf. middle notes: rose, freesia, peach. base notes: musk, woody notes, vanilla."
vanilla and musk perfume,86,celebre-ice,avon,"celebre-ice by avon. accords: citrus, green, musky. top notes: grapefruit, green notes, bergamot, violet leaf. middle notes: rose, freesia, peach. base notes: musk, woody notes, vanilla."
perfume with rose and freesia,86,celebre-ice,avon,"celebre-ice by avon. accords: citrus, green, musky. top notes: grapefruit, green notes, bergamot, violet leaf. middle notes: rose, freesia, peach. base notes: musk, woody notes, vanilla."
avon celebre-ice date night scent,86,celebre-ice,avon,"celebre-ice by avon. accords: citrus, green, musky. top notes: grapefruit, green notes, bergamot, violet leaf. middle notes: rose, freesia, peach. base notes: musk, woody notes, vanilla."
grapefruit and musk perfume,86,celebre-ice,avon,"celebre-ice by avon. accords: citrus, green, musky. top notes: grapefruit, green notes, bergamot, violet leaf. middle notes: rose, freesia, peach. base notes: musk, woody notes, vanilla."
winter evening perfume notes,86,celebre-ice,avon,"celebre-ice by avon. accords: citrus, green, musky. top notes: grapefruit, green notes, bergamot, violet leaf. middle notes: rose, freesia, peach. base notes: musk, woody notes, vanilla."
perfume with green and woody notes,86,celebre-ice,avon,"celebre-ice by avon. accords: citrus, green, musky. top notes: grapefruit, green notes, bergamot, violet leaf. middle notes: rose, freesia, peach. base notes: musk, woody notes, vanilla."
freesia and peach perfume for women,86,celebre-ice,avon,"celebre-ice by avon. accords: citrus, green, musky. top notes: grapefruit, green notes, bergamot, violet leaf. middle notes: rose, freesia, peach. base notes: musk, woody notes, vanilla."
avon celebre-ice warm vanilla,86,celebre-ice,avon,"celebre-ice by avon. accords: citrus, green, musky. top notes: grapefruit, green notes, bergamot, violet leaf. middle notes: rose, freesia, peach. base notes: musk, woody notes, vanilla."
romantic winter evening scent,88,gaultier-divine-le-parfum,jean-paul-gaultier,"gaultier-divine-le-parfum by jean-paul-gaultier. accords: amber, white floral, floral. top notes: solar notes, lily. middle notes: frangipani, sea salt. base notes: amber, benzoin."
date night perfume with amber notes,88,gaultier-divine-le-parfum,jean-paul-gaultier,"gaultier-divine-le-parfum by jean-paul-gaultier. accords: amber, white floral, floral. top notes: solar notes, lily. middle notes: frangipani, sea salt. base notes: amber, benzoin."
winter date night fragrance,88,gaultier-divine-le-parfum,jean-paul-gaultier,"gaultier-divine-le-parfum by jean-paul-gaultier. accords: amber, white floral, floral. top notes: solar notes, lily. middle notes: frangipani, sea salt. base notes: amber, benzoin."
solar floral perfume for evening,88,gaultier-divine-le-parfum,jean-paul-gaultier,"gaultier-divine-le-parfum by jean-paul-gaultier. accords: amber, white floral, floral. top notes: solar notes, lily. middle notes: frangipani, sea salt. base notes: amber, benzoin."
divine le parfum by gaultier,88,gaultier-divine-le-parfum,jean-paul-gaultier,"gaultier-divine-le-parfum by jean-paul-gaultier. accords: amber, white floral, floral. top notes: solar notes, lily. middle notes: frangipani, sea salt. base notes: amber, benzoin."
jean paul gaultier amber floral perfume,88,gaultier-divine-le-parfum,jean-paul-gaultier,"gaultier-divine-le-parfum by jean-paul-gaultier. accords: amber, white floral, floral. top notes: solar notes, lily. middle notes: frangipani, sea salt. base notes: amber, benzoin."
fragrance with frangipani and sea salt,88,gaultier-divine-le-parfum,jean-paul-gaultier,"gaultier-divine-le-parfum by jean-paul-gaultier. accords: amber, white floral, floral. top notes: solar notes, lily. middle notes: frangipani, sea salt. base notes: amber, benzoin."
winter date night scent with amber,88,gaultier-divine-le-parfum,jean-paul-gaultier,"gaultier-divine-le-parfum by jean-paul-gaultier. accords: amber, white floral, floral. top notes: solar notes, lily. middle notes: frangipani, sea salt. base notes: amber, benzoin."
divine le parfum gaultier notes,88,gaultier-divine-le-parfum,jean-paul-gaultier,"gaultier-divine-le-parfum by jean-paul-gaultier. accords: amber, white floral, floral. top notes: solar notes, lily. middle notes: frangipani, sea salt. base notes: amber, benzoin."
elegant winter evening perfume,88,gaultier-divine-le-parfum,jean-paul-gaultier,"gaultier-divine-le-parfum by jean-paul-gaultier. accords: amber, white floral, floral. top notes: solar notes, lily. middle notes: frangipani, sea salt. base notes: amber, benzoin."
romantic perfume for date night,89,eye-to-eye-vlublena,faberlic,"eye-to-eye-vlublena by faberlic. accords: sweet, fruity, caramel. top notes: cinnamon, apple, pineapple. middle notes: toffee, caramel, vanilla, peach, jasmine, violet. base notes: tonka bean."
winter evening scent with caramel notes,89,eye-to-eye-vlublena,faberlic,"eye-to-eye-vlublena by faberlic. accords: sweet, fruity, caramel. top notes: cinnamon, apple, pineapple. middle notes: toffee, caramel, vanilla, peach, jasmine, violet. base notes: tonka bean."
sweet fruity perfume with vanilla,89,eye-to-eye-vlublena,faberlic,"eye-to-eye-vlublena by faberlic. accords: sweet, fruity, caramel. top notes: cinnamon, apple, pineapple. middle notes: toffee, caramel, vanilla, peach, jasmine, violet. base notes: tonka bean."
perfume with toffee and cinnamon,89,eye-to-eye-vlublena,faberlic,"eye-to-eye-vlublena by faberlic. accords: sweet, fruity, caramel. top notes: cinnamon, apple, pineapple. middle notes: toffee, caramel, vanilla, peach, jasmine, violet. base notes: tonka bean."
date night fragrance with jasmine and tonka bean,89,eye-to-eye-vlublena,faberlic,"eye-to-eye-vlublena by faberlic. accords: sweet, fruity, caramel. top notes: cinnamon, apple, pineapple. middle notes: toffee, caramel, vanilla, peach, jasmine, violet. base notes: tonka bean."
caramel vanilla winter perfume,89,eye-to-eye-vlublena,faberlic,"eye-to-eye-vlublena by faberlic. accords: sweet, fruity, caramel. top notes: cinnamon, apple, pineapple. middle notes: toffee, caramel, vanilla, peach, jasmine, violet. base notes: tonka bean."
eye-to-eye-vlublena by faberlic review,89,eye-to-eye-vlublena,faberlic,"eye-to-eye-vlublena by faberlic. accords: sweet, fruity, caramel. top notes: cinnamon, apple, pineapple. middle notes: toffee, caramel, vanilla, peach, jasmine, violet. base notes: tonka bean."
